userId,num_ratings,avg_rating,rating_std,num_movies
113,127,3.67,1.23,127
114,29,3.38,0.86,29
115,111,3.76,1.18,111
116,85,3.44,1.08,85
117,164,3.34,0.62,164
118,22,3.82,0.85,22
119,193,4.18,0.57,193
120,22,3.41,0.96,22
121,58,3.29,0.84,58
122,287,4.55,0.49,287
123,55,4.04,0.37,55
124,50,3.99,0.84,50
125,268,3.84,0.82,268
126,38,3.29,1.33,38
127,22,3.11,1.36,22
128,31,4.32,0.7,31
129,138,3.91,0.61,138
130,28,3.54,0.88,28
131,69,3.44,0.71,69
132,337,3.05,0.77,337
133,35,3.0,0.69,35
134,35,3.57,0.74,35
135,274,3.62,1.04,274
136,111,3.32,1.28,111
137,133,3.98,0.72,133
138,20,3.58,1.6,20
139,194,2.14,0.89,194
140,526,3.55,0.77,526
141,168,3.54,0.75,168
142,37,3.84,0.76,37
143,65,3.35,1.34,65
144,127,3.63,0.71,127
145,23,3.35,0.78,23
146,31,3.08,0.94,31
147,20,3.38,1.44,20
148,47,3.72,0.68,47
149,56,2.79,1.26,56
150,26,3.58,0.7,26
151,54,3.56,0.88,54
152,63,4.02,0.66,63
153,160,2.16,1.44,160
154,34,4.38,1.21,34
155,44,3.64,0.72,44
156,362,3.69,0.91,362
157,21,3.48,1.03,21
158,22,3.36,0.71,22
159,97,3.27,1.18,97
160,414,2.73,1.55,414
161,38,3.82,1.14,38
162,38,4.24,0.82,38
163,22,3.05,0.65,22
164,35,4.23,0.88,35
165,61,3.54,0.72,61
166,189,4.08,0.64,189
167,171,3.43,1.13,171
168,90,4.45,0.74,90
169,250,4.26,0.59,250
170,50,3.34,0.72,50
171,78,4.65,0.58,78
172,26,3.83,0.55,26
173,25,3.48,0.92,25
174,67,3.66,0.99,67
175,12,3.67,1.57,12
176,36,4.06,0.86,36
177,827,3.38,0.96,827
178,77,4.09,0.81,77
179,68,3.79,0.7,68
180,24,3.56,0.78,24
181,117,2.94,0.93,117
182,842,3.49,1.03,842
183,55,3.85,0.83,55
184,78,3.9,0.94,78
185,43,3.56,0.96,43
186,212,4.08,0.57,212
187,226,3.7,1.06,226
188,46,4.39,0.77,46
189,20,4.1,0.35,20
190,66,3.91,0.72,66
191,76,3.68,1.43,76
192,22,4.05,0.79,22
193,34,3.76,1.08,34
194,20,3.48,0.6,20
195,179,3.56,1.03,179
196,32,3.94,0.88,32
197,35,3.86,1.06,35
198,216,3.52,1.16,216
199,341,3.44,1.02,341
200,325,3.83,0.83,325
201,110,4.1,0.99,110
202,378,3.85,0.73,378
203,45,3.84,0.99,45
204,71,4.05,1.02,71
205,25,3.8,0.61,25
206,25,4.04,0.84,25
207,20,2.88,1.46,20
208,26,3.31,0.97,26
209,33,4.35,0.78,33
210,104,4.17,0.79,104
211,89,3.9,0.78,89
212,230,3.57,0.61,230
213,82,3.81,0.56,82
214,21,2.86,0.48,21
215,96,3.92,0.87,96
216,162,3.66,1.02,162
217,551,2.81,0.87,551
218,26,3.37,1.04,26
219,518,3.18,1.08,518
220,202,3.99,1.04,202
221,296,4.16,0.72,296
222,226,3.21,0.8,226
223,73,3.27,1.01,73
224,52,4.25,1.27,52
225,71,3.68,0.94,71
226,480,3.51,0.89,480
227,91,4.21,0.53,91
228,25,3.74,0.69,25
229,65,3.74,0.69,65
230,134,2.88,1.1,134
231,24,3.85,0.95,24
232,721,3.35,0.74,721
233,141,3.35,0.73,141
234,192,3.53,1.07,192
235,65,3.65,0.91,65
236,29,4.03,1.32,29
237,50,3.36,0.71,50
238,35,3.63,0.91,35
239,278,4.04,0.72,278
240,128,3.91,0.91,128
241,71,3.98,0.62,71
242,35,3.6,0.85,35
243,36,4.14,0.83,36
244,90,3.78,1.22,90
245,19,2.79,0.85,19
246,186,4.22,0.78,186
247,150,3.75,0.86,150
248,46,3.67,0.6,46
249,920,3.76,0.63,920
250,26,4.19,1.02,26
251,22,4.86,0.54,22
252,38,4.2,0.62,38
253,40,4.35,0.69,40
254,125,3.98,0.81,125
255,40,2.58,1.53,40
256,167,3.95,0.71,167
257,20,3.2,1.01,20
258,25,4.2,1.31,25
259,29,3.12,1.75,29
260,135,3.75,0.91,135
261,53,3.86,1.11,53
262,56,3.11,0.97,56
263,201,3.73,0.76,201
264,54,3.56,1.01,54
265,156,3.37,0.93,156
266,177,3.53,1.41,177
267,57,4.18,1.14,57
268,121,3.29,1.29,121
269,29,3.62,0.86,29
270,40,3.2,1.18,40
271,41,3.22,0.73,41
272,31,3.63,0.71,31
273,55,4.0,0.98,55
274,1177,3.26,0.76,1177
275,350,4.12,1.01,350
276,41,4.39,0.7,41
277,27,3.59,0.75,27
278,20,3.88,0.99,20
279,175,3.65,0.82,175
280,186,3.91,0.75,186
281,21,3.21,0.9,21
282,237,4.03,0.69,237
283,35,3.31,1.08,35
284,88,3.72,0.91,88
285,33,4.02,0.95,33
286,105,3.78,0.92,105
287,148,2.61,1.5,148
288,931,3.21,0.86,931
289,19,3.55,0.74,19
290,243,4.18,0.69,243
291,30,4.3,0.88,30
292,420,3.35,0.88,420
293,21,2.62,0.74,21
294,406,2.67,1.17,406
295,41,3.74,1.49,41
296,24,4.17,1.39,24
297,70,2.64,1.27,70
298,842,2.41,1.06,842
299,23,3.65,0.78,23
300,32,4.3,0.66,32
301,113,3.31,1.22,113
302,32,4.0,0.92,32
303,52,3.91,1.05,52
304,214,3.86,0.97,214
305,609,3.94,0.91,609
306,89,3.38,0.71,89
307,802,2.83,1.05,802
308,112,2.38,1.48,112
309,88,3.85,0.84,88
310,56,3.5,1.4,56
311,25,2.24,1.3,25
312,218,3.72,0.86,218
313,327,3.46,1.24,327
314,124,3.05,0.91,124
315,31,3.42,0.81,31
316,53,3.0,0.77,53
317,183,3.74,1.0,183
318,633,3.68,0.52,633
319,35,4.43,0.54,35
320,18,3.5,0.82,18
321,56,3.57,0.68,56
322,106,3.42,0.96,106
323,97,3.18,0.8,97
324,18,3.44,1.04,18
325,237,3.54,0.94,237
326,138,4.0,0.92,138
327,48,4.1,0.94,48
328,254,3.24,1.25,254
329,20,2.6,1.71,20
330,246,3.69,1.05,246
331,167,3.63,1.05,167
332,255,3.6,0.7,255
333,21,2.52,1.17,21
334,149,3.42,0.56,149
335,28,3.68,1.28,28
336,55,4.34,0.65,55
337,77,4.21,0.8,77
338,28,3.29,1.4,28
339,345,4.07,0.77,345
340,28,4.21,0.69,28
341,49,3.8,0.65,49
342,62,2.97,0.85,62
343,59,4.06,0.87,59
344,68,3.78,1.31,68
345,50,3.84,0.69,50
346,136,3.67,0.69,136
347,45,3.56,0.59,45
348,55,4.67,0.43,55
349,37,3.73,0.8,37
350,40,3.25,0.59,40
351,116,3.7,0.69,116
352,293,3.78,0.88,293
353,90,3.49,1.08,90
354,226,3.73,0.57,226
355,26,3.88,0.77,26
356,271,4.03,0.73,271
357,359,3.96,0.69,359
358,32,3.75,1.02,32
359,71,3.46,0.92,71
360,22,3.5,1.57,22
361,97,3.18,0.88,97
362,105,4.25,0.56,105
363,28,3.43,0.91,28
364,21,4.19,0.81,21
365,246,2.79,1.08,246
366,31,3.95,0.69,31
367,161,3.99,1.01,161
368,431,2.89,0.81,431
369,126,3.39,0.69,126
370,93,3.55,0.81,93
371,39,4.53,0.54,39
372,224,3.4,1.02,224
373,100,3.19,1.35,100
374,33,3.64,0.9,33
375,33,3.91,1.12,33
376,131,4.06,0.74,131
377,81,3.99,0.89,81
378,48,4.0,0.61,48
379,36,3.39,0.99,36
380,1030,3.74,0.95,1030
381,460,3.56,0.83,460
382,236,3.78,0.95,236
383,31,3.77,1.02,31
384,64,3.16,1.18,64
385,198,3.41,0.88,198
386,68,2.75,0.87,68
387,819,3.26,0.88,819
388,26,3.67,1.28,26
389,34,4.12,0.84,34
390,74,3.84,1.03,74
391,359,3.7,1.2,359
392,25,3.2,1.26,25
393,120,3.82,1.64,120
394,23,2.96,1.02,23
395,60,3.08,0.79,60
396,28,3.14,1.46,28
397,22,3.91,0.81,22
398,40,4.16,0.99,40
399,36,3.94,1.31,36
400,43,4.51,0.59,43
401,68,3.57,0.56,68
402,48,3.85,0.85,48
403,32,3.8,0.8,32
404,60,3.4,0.49,60
405,106,4.0,0.44,106
406,20,3.25,1.32,20
407,22,4.11,0.86,22
408,129,4.11,0.71,129
409,120,3.85,1.07,120
410,148,4.03,0.85,148
411,126,3.26,0.94,126
412,100,3.94,1.03,100
413,56,4.41,1.27,56
414,2132,3.48,0.93,2132
415,94,4.09,0.66,94
416,47,2.96,1.43,47
417,66,4.48,0.71,66
418,89,3.61,1.54,89
419,138,3.76,1.07,138
420,133,3.84,0.5,133
421,36,4.11,0.95,36
422,77,3.34,1.07,77
423,23,3.72,1.36,23
424,132,3.69,0.86,132
425,304,3.53,0.54,304
426,87,3.68,1.22,87
427,76,3.2,0.95,76
428,296,2.64,1.0,296
429,56,4.02,0.82,56
430,58,3.74,1.04,58
431,20,2.72,1.21,20
432,236,3.64,0.88,236
433,22,3.77,0.98,22
434,232,3.78,1.04,232
435,42,4.32,0.55,42
436,102,3.18,0.76,102
437,120,3.81,1.0,120
438,585,3.4,0.86,585
439,20,4.12,0.78,20
440,32,3.89,0.62,32
441,44,4.51,0.78,44
442,20,1.27,0.7,20
443,36,4.1,0.84,36
444,42,3.81,0.92,42
445,77,3.86,0.91,77
446,84,3.21,0.92,84
447,78,3.87,0.8,78
448,1285,3.11,0.98,1285
449,38,3.29,1.08,38
450,50,4.0,0.76,50
451,34,3.79,0.95,34
452,202,4.56,0.61,202
453,296,3.95,0.97,296
454,41,3.74,0.7,41
455,57,3.46,0.71,57
456,40,3.85,0.86,40
457,50,3.46,1.18,50
458,59,4.15,0.89,59
459,26,4.35,0.72,26
460,80,4.2,0.66,80
461,27,2.94,1.79,27
462,352,3.28,1.14,352
463,33,3.79,0.65,33
464,126,3.82,1.06,126
465,114,4.16,0.74,114
466,113,3.93,0.65,113
467,20,3.35,1.5,20
468,33,3.39,0.97,33
469,442,3.69,1.01,442
470,80,3.51,0.67,80
471,28,3.88,0.77,28
472,29,4.12,0.85,29
473,36,3.42,1.11,36
474,1390,3.42,0.87,1390
475,155,4.41,0.5,155
476,68,3.68,0.74,68
477,560,3.73,0.94,560
478,22,2.82,1.08,22
479,155,3.32,1.22,155
480,792,3.28,1.04,792
481,27,2.74,1.02,27
482,115,3.58,1.01,115
483,663,3.64,0.95,663
484,261,3.79,0.84,261
485,23,3.87,1.36,23
486,56,4.02,0.98,56
487,56,3.14,0.97,56
488,106,3.88,1.06,106
489,621,3.02,1.2,621
490,107,3.19,0.86,107
491,61,4.2,0.68,61
492,114,3.87,0.81,114
493,56,3.61,1.07,56
494,22,4.23,1.19,22
495,259,4.01,1.14,259
496,27,3.48,1.01,27
497,50,3.58,1.1,50
498,35,4.06,1.03,35
499,23,3.8,1.22,23
500,82,3.33,1.31,82
501,44,3.2,0.98,44
502,32,3.56,1.61,32
503,76,3.5,1.05,76
504,84,3.82,0.6,84
505,30,4.2,0.93,30
506,40,3.22,1.18,40
507,21,3.38,0.67,21
508,24,2.15,1.06,24
509,413,3.21,0.68,413
510,104,2.89,1.19,104
511,52,4.12,0.58,52
512,50,3.78,0.91,50
513,31,3.95,0.78,31
514,317,3.55,0.82,317
515,26,4.85,0.34,26
516,24,3.67,0.82,24
517,361,2.42,1.36,361
518,24,3.54,1.19,24
519,26,4.33,0.69,26
520,182,3.88,0.82,182
521,39,3.62,0.59,39
522,190,3.81,1.08,190
523,70,4.69,0.45,70
524,130,3.46,1.08,130
525,468,3.54,0.74,468
526,52,4.21,0.57,52
527,152,4.21,0.8,152
528,68,3.58,1.16,68
529,25,3.2,1.19,25
530,27,3.78,0.8,27
531,21,3.81,1.12,21
532,49,4.33,0.72,49
533,35,4.44,0.76,35
534,464,3.82,0.67,464
535,27,2.78,1.5,27
536,39,3.41,1.37,39
537,43,4.08,1.17,43
538,34,4.47,0.6,34
539,38,3.8,1.04,38
540,41,4.01,0.83,41
541,87,3.39,1.08,87
542,112,3.51,1.35,112
543,72,4.48,1.26,72
544,18,4.22,1.0,18
545,21,3.52,0.75,21
546,50,3.38,1.21,50
547,21,4.14,0.96,21
548,20,4.32,0.77,20
549,20,3.8,1.29,20
550,26,4.29,0.43,26
551,121,3.7,0.93,121
552,187,3.13,1.1,187
553,74,4.35,0.64,74
554,85,4.02,1.25,85
555,505,3.54,1.06,505
556,30,4.08,0.53,30
557,27,3.85,1.02,27
558,52,3.94,1.09,52
559,140,3.29,0.87,140
560,407,3.56,0.58,407
561,501,3.37,0.85,501
562,217,4.1,0.68,217
563,152,3.38,0.69,152
564,140,3.6,0.81,140
565,29,3.66,0.86,29
566,74,3.54,1.02,74
567,275,2.3,1.15,275
568,23,4.13,0.87,23
569,20,4.0,0.73,20
570,191,3.42,0.66,191
571,73,2.96,1.23,73
572,149,4.12,1.05,149
573,296,4.22,0.95,296
574,23,3.96,0.93,23
575,30,3.37,1.03,30
576,20,3.1,1.39,20
577,156,3.58,0.86,156
578,17,4.21,0.92,17
579,70,4.03,0.92,70
580,404,3.59,0.99,404
581,40,4.38,0.48,40
582,56,4.03,0.67,56
583,56,3.29,0.81,56
584,83,4.11,1.1,83
585,60,4.32,0.58,60
586,199,4.37,0.63,199
587,154,3.99,0.94,154
588,55,3.25,1.08,55
589,40,4.03,0.97,40
590,704,3.35,0.84,704
591,53,3.3,1.15,53
592,93,3.6,0.99,93
593,102,3.26,1.09,102
594,178,4.2,1.04,178
595,20,4.2,0.83,20
596,356,3.46,0.71,356
597,422,4.0,1.05,422
598,16,3.44,1.78,16
599,1756,2.74,0.8,1756
600,715,2.98,1.08,715
601,96,4.43,0.46,96
602,135,3.39,0.98,135
603,716,3.48,1.19,716
604,92,3.51,0.76,92
605,190,3.24,0.8,190
606,777,3.66,0.76,777
607,182,3.79,0.98,182
608,808,3.14,1.08,808
609,32,3.22,0.42,32
610,946,3.76,0.84,946
