movieId,title,genres,genre_list,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_ratings,avg_rating
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,2.83
94,Beautiful Girls (1996),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,3.95
95,Broken Arrow (1996),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,3.02
97,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3.9
100,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,2.79
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,3.78
102,Mr. Wrong (1996),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.4
104,Happy Gilmore (1996),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3.44
105,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23,3.28
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']",0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,3.33
110,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,237,4.03
111,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104,4.11
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3.54
116,Anne Frank Remembered (1995),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3.9
122,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,2.66
125,Flirting With Disaster (1996),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.58
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2.0
132,Jade (1995),Thriller,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2.83
135,Down Periscope (1996),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2.95
140,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,3.5
141,"Birdcage, The (1996)",Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3.49
144,"Brothers McMullen, The (1995)",Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.33
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,51,3.25
147,"Basketball Diaries, The (1995)",Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,3.47
150,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,201,3.85
151,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,44,3.55
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2.92
154,Beauty of the Day (Belle de jour) (1967),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3.88
155,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2.42
157,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2.86
158,Casper (1995),Adventure|Children,"['Adventure', 'Children']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2.81
159,Clockers (1995),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,14,2.89
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,57,2.88
161,Crimson Tide (1995),Drama|Thriller|War,"['Drama', 'Thriller', 'War']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,103,3.64
162,Crumb (1994),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4.21
163,Desperado (1995),Action|Romance|Western,"['Action', 'Romance', 'Western']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,66,3.56
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,14,3.32
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,144,3.56
168,First Knight (1995),Action|Drama|Romance,"['Action', 'Drama', 'Romance']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,54,3.08
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,"['Adventure', 'Children', 'Drama']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2.4
170,Hackers (1995),Action|Adventure|Crime|Thriller,"['Action', 'Adventure', 'Crime', 'Thriller']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35,3.23
171,Jeffrey (1995),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3.83
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,53,2.68
173,Judge Dredd (1995),Action|Crime|Sci-Fi,"['Action', 'Crime', 'Sci-Fi']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62,2.67
174,Jury Duty (1995),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.7
175,Kids (1995),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3.98
176,Living in Oblivion (1995),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4.31
177,Lord of Illusions (1995),Horror,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2.75
180,Mallrats (1995),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,3.4
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,"['Action', 'Children']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.26
185,"Net, The (1995)",Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,112,3.04
186,Nine Months (1995),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,2.82
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,"['Fantasy', 'Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,12,3.46
190,Safe (1995),Thriller,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2.8
191,"Scarlet Letter, The (1995)",Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,2.42
193,Showgirls (1995),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,2.47
194,Smoke (1995),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,3.67
195,Something to Talk About (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,3.1
196,Species (1995),Horror|Sci-Fi,"['Horror', 'Sci-Fi']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45,2.67
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,28,3.25
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.43
204,Under Siege 2: Dark Territory (1995),Action,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2.72
205,Unstrung Heroes (1995),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3.17
207,"Walk in the Clouds, A (1995)",Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21,3.43
208,Waterworld (1995),Action|Adventure|Sci-Fi,"['Action', 'Adventure', 'Sci-Fi']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,2.91
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3.83
215,Before Sunrise (1995),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,24,4.04
216,Billy Madison (1995),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3.33
217,"Babysitter, The (1995)",Drama|Thriller,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,2.33
218,Boys on the Side (1995),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,3.43
222,Circle of Friends (1995),Drama|Romance,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16,3.75
223,Clerks (1994),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3.86
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40,3.61
225,Disclosure (1994),Drama|Thriller,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,52,3.54
227,Drop Zone (1994),Action|Thriller,"['Action', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,2.86
229,Death and the Maiden (1994),Drama|Thriller,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,3.43
230,Dolores Claiborne (1995),Drama|Thriller,"['Drama', 'Thriller']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24,3.4
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,"['Adventure', 'Comedy']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,3.06
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,3.89
233,Exotica (1994),Drama,['Drama'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3.5
234,Exit to Eden (1994),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.59
235,Ed Wood (1994),Comedy|Drama,"['Comedy', 'Drama']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,3.68
236,French Kiss (1995),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,3.48
237,Forget Paris (1995),Comedy|Romance,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,3.34
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,"['Animation', 'Children', 'Comedy', 'Romance']",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,3.0
242,Farinelli: il castrato (1994),Drama|Musical,"['Drama', 'Musical']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,3.6
246,Hoop Dreams (1994),Documentary,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,4.29
247,Heavenly Creatures (1994),Crime|Drama,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,3.93
248,Houseguest (1994),Comedy,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.18
